date,open,high,low,close
2020-07-17 ,0.659100,0.660180,0.659010,0.659950
2020-07-17 ,0.659990,0.660670,0.659480,0.660300
2020-07-17 ,0.660320,0.660450,0.659890,0.659990
2020-07-17 ,0.659970,0.660380,0.659710,0.660120
2020-07-17 ,0.660120,0.660470,0.659040,0.659200
2020-07-17 ,0.659210,0.659230,0.657370,0.657650
2020-07-17 ,0.657650,0.657730,0.656210,0.656460
2020-07-17 ,0.656450,0.656700,0.655700,0.656310
2020-07-17 ,0.656320,0.657010,0.656190,0.656740
2020-07-17 ,0.656730,0.657290,0.656200,0.656940
2020-07-17 ,0.656930,0.657110,0.656290,0.656490
2020-07-19 ,0.656800,0.657150,0.655970,0.656800
2020-07-20 ,0.656840,0.657280,0.656600,0.656950
2020-07-20 ,0.656950,0.657150,0.655650,0.655790
2020-07-20 ,0.655780,0.656470,0.655730,0.655900
2020-07-20 ,0.655910,0.656840,0.655830,0.656590
2020-07-20 ,0.656580,0.657800,0.656260,0.657220
2020-07-20 ,0.657220,0.657540,0.656490,0.656560
2020-07-20 ,0.656550,0.656970,0.656000,0.656760
2020-07-20 ,0.656750,0.658920,0.656570,0.658650
2020-07-20 ,0.658630,0.658630,0.657660,0.658250
2020-07-20 ,0.658250,0.658940,0.658170,0.658680
2020-07-20 ,0.658680,0.658970,0.658490,0.658820
2020-07-20 ,0.658520,0.659140,0.658400,0.659000
2020-07-21 ,0.658990,0.660190,0.658890,0.659560
2020-07-21 ,0.659570,0.660080,0.658610,0.659270
2020-07-21 ,0.659290,0.659590,0.658840,0.659280
2020-07-21 ,0.659290,0.661280,0.659290,0.660530
2020-07-21 ,0.660520,0.662520,0.660290,0.662100
2020-07-21 ,0.662100,0.664120,0.661900,0.663520
2020-07-21 ,0.663510,0.666040,0.662910,0.665470
2020-07-21 ,0.665480,0.666870,0.664490,0.665170
2020-07-21 ,0.665180,0.665760,0.663720,0.664000
2020-07-21 ,0.663980,0.666680,0.663740,0.666500
2020-07-21 ,0.666490,0.666700,0.664400,0.665240
2020-07-21 ,0.665020,0.665850,0.664640,0.665480
2020-07-22 ,0.665480,0.666170,0.664580,0.664580
2020-07-22 ,0.664570,0.665650,0.664350,0.665300
2020-07-22 ,0.665310,0.665790,0.664800,0.665390
2020-07-22 ,0.665380,0.666810,0.665180,0.666600
2020-07-22 ,0.666610,0.667800,0.663930,0.665710
2020-07-22 ,0.665710,0.667470,0.665240,0.667410
2020-07-22 ,0.667400,0.668670,0.666980,0.667290
2020-07-22 ,0.667290,0.667290,0.663500,0.663700
2020-07-22 ,0.663710,0.664570,0.663400,0.663920
2020-07-22 ,0.663920,0.664230,0.663130,0.663770
2020-07-22 ,0.663780,0.664060,0.663550,0.663760
2020-07-22 ,0.663960,0.663990,0.662710,0.663500
2020-07-23 ,0.663500,0.664150,0.663100,0.663340
2020-07-23 ,0.663350,0.663680,0.662920,0.663210
2020-07-23 ,0.663200,0.664160,0.663110,0.663720
2020-07-23 ,0.663720,0.664510,0.663410,0.663980
2020-07-23 ,0.663980,0.664760,0.663010,0.663460
2020-07-23 ,0.663480,0.663650,0.660340,0.660940
2020-07-23 ,0.660950,0.661620,0.658400,0.658400
2020-07-23 ,0.658390,0.659870,0.658270,0.659470
2020-07-23 ,0.659450,0.660140,0.658820,0.658990
2020-07-23 ,0.659000,0.659150,0.656750,0.657690
2020-07-23 ,0.657690,0.658040,0.656740,0.656890
2020-07-23 ,0.656790,0.657830,0.656270,0.657800
2020-07-24 ,0.657800,0.658080,0.656380,0.658060
2020-07-24 ,0.658070,0.658440,0.657350,0.657600
2020-07-24 ,0.657580,0.657780,0.654670,0.655180
2020-07-24 ,0.655160,0.655840,0.654460,0.655390
2020-07-24 ,0.655390,0.655920,0.653970,0.655420
2020-07-24 ,0.655430,0.656090,0.653360,0.653660
2020-07-24 ,0.653670,0.655450,0.653670,0.654490
2020-07-24 ,0.654480,0.656340,0.653960,0.655180
2020-07-24 ,0.655190,0.655300,0.653750,0.654070
2020-07-24 ,0.654080,0.654740,0.653130,0.654430
2020-07-24 ,0.654440,0.655010,0.653990,0.654110
2020-07-26 ,0.652640,0.654230,0.652160,0.653610
2020-07-27 ,0.653620,0.654710,0.653260,0.654480
2020-07-27 ,0.654500,0.655650,0.654050,0.655270
2020-07-27 ,0.655270,0.655320,0.654420,0.654590
2020-07-27 ,0.654600,0.654910,0.653680,0.654530
2020-07-27 ,0.654520,0.655640,0.654080,0.655640
2020-07-27 ,0.655620,0.657370,0.655080,0.657280
2020-07-27 ,0.657280,0.658800,0.656550,0.657380
2020-07-27 ,0.657370,0.658110,0.656540,0.657030
2020-07-27 ,0.657010,0.657350,0.655840,0.656620
2020-07-27 ,0.656630,0.657740,0.656460,0.657280
2020-07-27 ,0.657280,0.657890,0.657170,0.657740
2020-07-27 ,0.657480,0.658450,0.657010,0.658410
2020-07-28 ,0.658420,0.658640,0.657570,0.657790
2020-07-28 ,0.657810,0.660290,0.657770,0.659500
2020-07-28 ,0.659500,0.659580,0.657420,0.658060
2020-07-28 ,0.658060,0.658270,0.656580,0.656650
2020-07-28 ,0.656670,0.657850,0.655750,0.657140
2020-07-28 ,0.657130,0.657570,0.655520,0.656310
2020-07-28 ,0.656300,0.656760,0.654840,0.655450
2020-07-28 ,0.655440,0.656960,0.654380,0.656750
2020-07-28 ,0.656730,0.657680,0.656040,0.656450
2020-07-28 ,0.656450,0.657320,0.656430,0.657000
2020-07-28 ,0.656990,0.657110,0.656440,0.657040
2020-07-28 ,0.656800,0.657190,0.655850,0.656840
2020-07-29 ,0.656830,0.658690,0.656750,0.658620
2020-07-29 ,0.658580,0.658690,0.656610,0.657450
2020-07-29 ,0.657440,0.657970,0.656850,0.657050
2020-07-29 ,0.657060,0.657670,0.656770,0.657550
2020-07-29 ,0.657550,0.657900,0.656670,0.657460
2020-07-29 ,0.657470,0.658190,0.657060,0.658150
2020-07-29 ,0.658160,0.658990,0.657510,0.658610
2020-07-29 ,0.658600,0.659040,0.655080,0.655240
2020-07-29 ,0.655240,0.655650,0.654680,0.654890
2020-07-29 ,0.654890,0.656390,0.654680,0.655130
2020-07-29 ,0.655160,0.656360,0.654650,0.655940
2020-07-29 ,0.655330,0.656060,0.655000,0.655510
2020-07-30 ,0.655520,0.655800,0.654330,0.655600
2020-07-30 ,0.655610,0.655750,0.654850,0.655170
2020-07-30 ,0.655160,0.655390,0.654570,0.654620
