date,open,high,low,close
2020-07-17 ,113.492000,113.577000,113.435000,113.460000
2020-07-17 ,113.457000,113.464000,113.386000,113.442000
2020-07-17 ,113.440000,113.521000,113.406000,113.442000
2020-07-17 ,113.442000,113.486000,113.406000,113.427000
2020-07-17 ,113.427000,113.650000,113.307000,113.636000
2020-07-17 ,113.634000,113.847000,113.634000,113.829000
2020-07-17 ,113.828000,114.010000,113.812000,113.956000
2020-07-17 ,113.958000,114.080000,113.939000,113.998000
2020-07-17 ,114.000000,114.053000,113.949000,114.002000
2020-07-17 ,114.002000,114.037000,113.948000,113.973000
2020-07-17 ,113.971000,114.033000,113.921000,114.017000
2020-07-19 ,113.825000,114.088000,113.780000,114.029000
2020-07-20 ,114.028000,114.389000,114.026000,114.251000
2020-07-20 ,114.248000,114.262000,114.134000,114.207000
2020-07-20 ,114.206000,114.290000,114.164000,114.261000
2020-07-20 ,114.265000,114.286000,114.118000,114.171000
2020-07-20 ,114.170000,114.173000,113.911000,114.106000
2020-07-20 ,114.105000,114.207000,114.053000,114.167000
2020-07-20 ,114.167000,114.237000,114.073000,114.100000
2020-07-20 ,114.100000,114.147000,113.964000,114.074000
2020-07-20 ,114.082000,114.224000,114.072000,114.160000
2020-07-20 ,114.161000,114.232000,114.130000,114.220000
2020-07-20 ,114.221000,114.305000,114.214000,114.247000
2020-07-20 ,114.026000,114.243000,114.017000,114.212000
2020-07-21 ,114.214000,114.254000,114.123000,114.184000
2020-07-21 ,114.185000,114.278000,114.185000,114.264000
2020-07-21 ,114.264000,114.286000,114.180000,114.264000
2020-07-21 ,114.261000,114.439000,114.244000,114.373000
2020-07-21 ,114.372000,114.482000,114.207000,114.328000
2020-07-21 ,114.324000,114.497000,114.226000,114.427000
2020-07-21 ,114.426000,114.453000,114.208000,114.255000
2020-07-21 ,114.256000,114.271000,113.993000,114.215000
2020-07-21 ,114.212000,114.453000,114.193000,114.442000
2020-07-21 ,114.443000,114.508000,114.400000,114.470000
2020-07-21 ,114.471000,114.487000,114.420000,114.453000
